Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID01354,OH,Ford,F-150,2023,Liberty Mutual,Full Coverage,No,2025-07-15,Good,36-45,4
VID01355,IL,Mercedes,Jetta,2008,Allstate,Collision,No,2026-02-02,Good,18-25,1
VID01356,FL,Kia,F-150,2012,Geico,Liability,No,2025-09-03,Fair,36-45,3
VID01357,CA,Volkswagen,F-150,2014,State Farm,Full Coverage,Yes,2025-06-10,Fair,60+,5
VID01358,MI,Mercedes,Sorento,2008,Geico,Comprehensive,Yes,2026-01-21,Poor,60+,5
VID01359,GA,BMW,Camry,2010,USAA,Collision,No,2025-09-05,Fair,36-45,4
VID01360,PA,Volkswagen,C-Class,2008,Progressive,Collision,No,2026-01-22,Poor,46-60,3
VID01361,MI,Hyundai,C-Class,2022,USAA,Collision,No,2026-02-16,Poor,36-45,2
VID01362,IL,Chevrolet,Silverado,2013,Liberty Mutual,Liability,No,2025-12-13,Good,36-45,2
VID01363,IL,Toyota,Elantra,2012,Geico,Full Coverage,Yes,2025-09-15,Good,18-25,0
VID01364,NC,Kia,Camry,2022,Geico,Full Coverage,No,2026-03-19,Good,26-35,0
VID01365,TX,Kia,C-Class,2014,Allstate,Collision,No,2025-07-16,Good,18-25,5
VID01366,CA,Nissan,F-150,2000,Progressive,Full Coverage,No,2025-12-15,Poor,26-35,2
VID01367,TX,Mercedes,Elantra,2011,USAA,Full Coverage,No,2025-12-22,Good,60+,0
VID01368,MI,Ford,C-Class,2018,State Farm,Collision,Yes,2026-01-19,Poor,36-45,1
VID01369,TX,Mercedes,3 Series,2004,Geico,Collision,No,2025-10-10,Good,60+,3
VID01370,IL,Mercedes,C-Class,2005,Farmers,Comprehensive,No,2025-08-13,Good,18-25,5
VID01371,MI,Chevrolet,Jetta,2005,Progressive,Full Coverage,Yes,2025-07-01,Fair,18-25,4
VID01372,CA,Mercedes,Elantra,2023,Liberty Mutual,Comprehensive,No,2025-06-03,Poor,36-45,4
VID01373,CA,Hyundai,Altima,2019,Farmers,Collision,Yes,2025-12-06,Good,46-60,1
VID01374,NY,Kia,F-150,2000,Progressive,Liability,Yes,2025-11-27,Poor,60+,2
VID01375,FL,Honda,Elantra,2014,USAA,Full Coverage,No,2025-04-27,Fair,46-60,0
VID01376,IL,Nissan,C-Class,2017,State Farm,Comprehensive,Yes,2025-10-11,Poor,60+,5
VID01377,CA,Honda,Jetta,2022,Liberty Mutual,Liability,Yes,2025-07-19,Poor,18-25,5
VID01378,TX,Volkswagen,Civic,2003,USAA,Liability,No,2025-08-30,Poor,26-35,2
VID01379,NC,Nissan,3 Series,2022,Liberty Mutual,Collision,Yes,2025-10-06,Poor,46-60,0
VID01380,NC,Chevrolet,C-Class,2006,USAA,Full Coverage,Yes,2025-10-01,Fair,18-25,4
VID01381,OH,Chevrolet,C-Class,2010,Geico,Comprehensive,No,2026-02-26,Good,18-25,3
VID01382,FL,BMW,F-150,2009,USAA,Collision,Yes,2025-11-20,Good,18-25,0
VID01383,MI,Chevrolet,C-Class,2009,Farmers,Collision,Yes,2026-02-14,Poor,26-35,2
VID01384,OH,Chevrolet,Altima,2001,Geico,Collision,Yes,2026-01-17,Poor,18-25,4
VID01385,NY,Kia,Elantra,2001,Allstate,Comprehensive,No,2025-12-11,Good,60+,0
VID01386,GA,Ford,F-150,2004,Farmers,Liability,No,2025-11-21,Poor,46-60,3
VID01387,OH,Nissan,3 Series,2022,Allstate,Liability,Yes,2025-12-14,Fair,60+,5
VID01388,NY,Toyota,Camry,2009,Progressive,Full Coverage,No,2025-07-31,Fair,46-60,3
VID01389,PA,Nissan,Altima,2017,State Farm,Comprehensive,No,2025-04-25,Good,18-25,0
VID01390,IL,Ford,Silverado,2021,Progressive,Liability,Yes,2025-05-17,Poor,26-35,2
VID01391,TX,Kia,C-Class,2000,Farmers,Full Coverage,No,2025-05-09,Good,26-35,2
VID01392,GA,Honda,F-150,2007,Geico,Collision,No,2025-10-30,Fair,26-35,4
VID01393,PA,Hyundai,Altima,2000,State Farm,Comprehensive,Yes,2026-01-19,Poor,26-35,3
VID01394,GA,Hyundai,Silverado,2023,State Farm,Full Coverage,Yes,2025-10-29,Poor,60+,3
VID01395,TX,Toyota,Camry,2023,Progressive,Collision,No,2025-07-31,Good,18-25,4
VID01396,MI,BMW,Civic,2010,Allstate,Full Coverage,No,2026-01-20,Fair,18-25,4
VID01397,NY,Toyota,Silverado,2003,Liberty Mutual,Collision,No,2026-01-28,Poor,36-45,5
VID01398,MI,Kia,Altima,2022,Progressive,Liability,Yes,2025-07-18,Good,60+,1
VID01399,IL,BMW,F-150,2007,Farmers,Full Coverage,No,2025-08-09,Fair,36-45,0
VID01400,NY,Toyota,Jetta,2018,State Farm,Full Coverage,No,2025-08-30,Fair,60+,1
VID01401,IL,BMW,Jetta,2016,Progressive,Full Coverage,Yes,2025-11-23,Good,26-35,4
VID01402,NY,Toyota,Elantra,2021,Geico,Liability,No,2025-08-27,Poor,46-60,1
VID01403,CA,Kia,Jetta,2014,State Farm,Liability,Yes,2026-02-27,Good,36-45,3
VID01404,FL,Honda,Elantra,2000,Allstate,Full Coverage,Yes,2025-07-09,Good,60+,0
VID01405,CA,Chevrolet,Silverado,2010,Geico,Comprehensive,No,2025-08-15,Fair,46-60,2
VID01406,GA,Hyundai,C-Class,2017,Liberty Mutual,Full Coverage,Yes,2025-07-19,Good,60+,2
VID01407,NY,Toyota,Sorento,2012,Farmers,Collision,No,2025-08-17,Good,36-45,1
VID01408,NY,Mercedes,3 Series,2003,Allstate,Liability,No,2025-04-27,Fair,46-60,1
VID01409,PA,Ford,Jetta,2010,Farmers,Full Coverage,Yes,2026-01-21,Poor,46-60,1
VID01410,TX,Volkswagen,Altima,2009,State Farm,Full Coverage,Yes,2025-05-22,Poor,36-45,5
VID01411,NY,BMW,Sorento,2000,Farmers,Full Coverage,No,2026-02-19,Fair,46-60,5
VID01412,CA,Toyota,Silverado,2009,Progressive,Liability,Yes,2025-11-06,Good,18-25,1
VID01413,NC,BMW,F-150,2011,Geico,Full Coverage,Yes,2025-08-25,Poor,26-35,4
VID01414,OH,Kia,C-Class,2006,Liberty Mutual,Comprehensive,Yes,2025-05-01,Poor,46-60,1
VID01415,OH,Honda,Jetta,2022,Geico,Full Coverage,No,2025-11-12,Poor,60+,1
VID01416,CA,Hyundai,Elantra,2022,Liberty Mutual,Comprehensive,No,2026-03-14,Good,46-60,1
VID01417,CA,BMW,Elantra,2020,Liberty Mutual,Comprehensive,No,2025-12-02,Good,18-25,3
VID01418,MI,Toyota,Camry,2021,State Farm,Full Coverage,No,2025-07-08,Fair,46-60,1
VID01419,GA,BMW,Jetta,2002,Liberty Mutual,Comprehensive,No,2025-11-08,Good,36-45,2
VID01420,IL,Nissan,Silverado,2010,USAA,Collision,Yes,2025-10-18,Fair,26-35,5
VID01421,FL,Volkswagen,Altima,2000,Allstate,Liability,No,2025-09-21,Poor,36-45,1
VID01422,MI,Nissan,Camry,2020,Farmers,Liability,Yes,2025-05-20,Fair,60+,3
VID01423,CA,Volkswagen,Sorento,2001,Allstate,Full Coverage,No,2026-03-11,Poor,26-35,0
VID01424,IL,Toyota,C-Class,2002,Geico,Comprehensive,No,2025-06-03,Fair,18-25,0
VID01425,MI,Volkswagen,C-Class,2002,Progressive,Full Coverage,No,2026-01-16,Good,36-45,2
VID01426,IL,Kia,Silverado,2004,State Farm,Collision,No,2025-09-24,Poor,26-35,0
VID01427,TX,Hyundai,3 Series,2015,Allstate,Collision,No,2026-03-19,Good,36-45,5
VID01428,FL,Nissan,C-Class,2003,Liberty Mutual,Collision,No,2026-02-14,Poor,26-35,0
VID01429,GA,Ford,Jetta,2001,Farmers,Full Coverage,Yes,2025-06-19,Poor,18-25,3
VID01430,OH,Volkswagen,3 Series,2007,USAA,Full Coverage,No,2026-02-08,Good,46-60,3
VID01431,OH,Toyota,3 Series,2016,USAA,Liability,Yes,2025-05-03,Fair,18-25,5
VID01432,OH,Mercedes,Jetta,2014,USAA,Comprehensive,Yes,2025-09-30,Good,18-25,1
VID01433,PA,Kia,Camry,2019,Geico,Liability,Yes,2026-02-17,Poor,46-60,5
VID01434,GA,Mercedes,Silverado,2014,Allstate,Collision,No,2025-05-07,Fair,46-60,4
VID01435,PA,Kia,Civic,2014,USAA,Liability,Yes,2026-01-04,Poor,60+,0
VID01436,PA,Honda,C-Class,2018,Allstate,Full Coverage,No,2025-05-02,Poor,26-35,0
VID01437,PA,Toyota,Elantra,2013,State Farm,Full Coverage,No,2025-12-10,Fair,18-25,1
VID01438,PA,Volkswagen,Altima,2020,State Farm,Collision,No,2025-07-22,Fair,18-25,2
VID01439,PA,Mercedes,Sorento,2009,Geico,Collision,No,2025-11-05,Fair,46-60,5
VID01440,CA,Nissan,Sorento,2012,Progressive,Comprehensive,Yes,2025-10-07,Poor,36-45,0
VID01441,IL,Kia,Silverado,2019,Farmers,Comprehensive,Yes,2025-09-25,Good,26-35,3
VID01442,CA,Mercedes,Sorento,2010,Allstate,Collision,Yes,2025-09-18,Poor,36-45,4
VID01443,OH,Chevrolet,3 Series,2012,Liberty Mutual,Liability,Yes,2025-10-26,Poor,36-45,3
VID01444,NC,Hyundai,C-Class,2006,USAA,Comprehensive,No,2025-08-03,Poor,26-35,5
VID01445,MI,Volkswagen,Camry,2005,Farmers,Full Coverage,No,2026-01-28,Poor,60+,2
VID01446,GA,Volkswagen,C-Class,2004,State Farm,Comprehensive,No,2025-10-02,Fair,60+,0
VID01447,NC,Nissan,F-150,2019,Farmers,Collision,No,2025-05-09,Good,26-35,2
VID01448,GA,Ford,3 Series,2012,State Farm,Comprehensive,No,2025-05-10,Fair,60+,4
VID01449,OH,Volkswagen,Jetta,2008,Progressive,Full Coverage,No,2025-10-22,Fair,60+,1
VID01450,NY,BMW,C-Class,2016,USAA,Collision,Yes,2026-03-10,Poor,60+,4
VID01451,NY,Volkswagen,Jetta,2005,Allstate,Comprehensive,Yes,2025-11-28,Poor,18-25,2
VID01452,PA,Kia,Sorento,2006,Geico,Comprehensive,Yes,2025-08-10,Fair,36-45,4
VID01453,FL,Nissan,C-Class,2022,USAA,Comprehensive,Yes,2025-04-24,Poor,26-35,5
VID01454,FL,Chevrolet,Elantra,2002,USAA,Collision,No,2025-06-17,Good,46-60,4
VID01455,CA,Kia,C-Class,2006,Farmers,Collision,Yes,2025-08-28,Poor,60+,4
VID01456,GA,Kia,Altima,2015,Allstate,Collision,Yes,2025-12-06,Good,18-25,3
VID01457,GA,Ford,F-150,2021,Liberty Mutual,Liability,No,2025-06-01,Poor,46-60,3
VID01458,FL,Toyota,Jetta,2002,Geico,Collision,No,2026-03-23,Fair,18-25,5
VID01459,IL,Volkswagen,Sorento,2020,Progressive,Comprehensive,Yes,2025-06-24,Fair,26-35,0
VID01460,CA,Honda,Silverado,2014,State Farm,Full Coverage,Yes,2026-03-05,Good,46-60,1
VID01461,OH,Volkswagen,Civic,2014,State Farm,Comprehensive,No,2025-12-16,Fair,26-35,4
VID01462,OH,Mercedes,Elantra,2006,Allstate,Liability,Yes,2026-03-12,Good,60+,2
VID01463,NY,Hyundai,Jetta,2008,USAA,Full Coverage,No,2025-05-13,Poor,26-35,1
VID01464,IL,Chevrolet,3 Series,2019,State Farm,Comprehensive,Yes,2026-01-17,Good,46-60,0
VID01465,NC,Nissan,Jetta,2016,Geico,Liability,Yes,2025-06-05,Poor,36-45,0
VID01466,MI,Kia,Sorento,2008,USAA,Full Coverage,Yes,2025-10-10,Good,36-45,0
VID01467,FL,Volkswagen,Elantra,2011,USAA,Collision,Yes,2025-09-13,Good,26-35,1
VID01468,FL,Hyundai,Silverado,2001,Geico,Liability,No,2025-08-17,Fair,60+,2
VID01469,FL,Toyota,Civic,2023,USAA,Comprehensive,Yes,2025-05-15,Poor,36-45,3
VID01470,IL,Mercedes,Camry,2008,Liberty Mutual,Liability,No,2025-12-01,Fair,60+,5
VID01471,GA,Volkswagen,Elantra,2009,Liberty Mutual,Comprehensive,No,2025-09-26,Good,46-60,4
VID01472,OH,Mercedes,C-Class,2015,Liberty Mutual,Liability,No,2025-06-25,Fair,36-45,5
VID01473,NC,Honda,F-150,2000,Allstate,Collision,No,2025-06-10,Good,46-60,3
VID01474,MI,Nissan,Civic,2002,Allstate,Collision,No,2025-10-05,Good,18-25,3
VID01475,CA,Volkswagen,Sorento,2023,Geico,Comprehensive,Yes,2025-10-12,Fair,46-60,4
VID01476,IL,Toyota,Sorento,2018,Allstate,Comprehensive,No,2025-05-20,Poor,46-60,4
VID01477,CA,Mercedes,Silverado,2013,Progressive,Comprehensive,No,2025-05-10,Fair,46-60,2
VID01478,NC,Mercedes,Elantra,2004,Liberty Mutual,Comprehensive,No,2025-06-11,Poor,46-60,3
VID01479,NC,Honda,3 Series,2022,USAA,Collision,Yes,2026-03-08,Fair,60+,5
VID01480,NC,Honda,Jetta,2021,Allstate,Collision,No,2025-09-24,Poor,60+,4
VID01481,FL,Volkswagen,Silverado,2005,Geico,Liability,Yes,2026-02-01,Fair,26-35,4
VID01482,NC,Kia,C-Class,2007,State Farm,Collision,Yes,2025-05-23,Poor,36-45,0
VID01483,PA,Toyota,Altima,2005,Farmers,Comprehensive,Yes,2025-05-11,Fair,18-25,5
VID01484,GA,Mercedes,3 Series,2011,Geico,Liability,Yes,2026-02-14,Poor,26-35,3
VID01485,CA,Mercedes,Civic,2004,State Farm,Collision,No,2025-08-18,Fair,46-60,0
VID01486,MI,Kia,Camry,2023,Liberty Mutual,Collision,No,2025-09-28,Good,36-45,5
VID01487,PA,BMW,Elantra,2006,Allstate,Full Coverage,Yes,2026-03-19,Poor,36-45,5
VID01488,IL,Honda,Silverado,2019,Liberty Mutual,Full Coverage,Yes,2026-02-23,Fair,36-45,2
VID01489,GA,Ford,C-Class,2002,Geico,Comprehensive,No,2025-04-24,Good,18-25,2
VID01490,NC,BMW,Civic,2009,Geico,Liability,No,2025-07-23,Good,26-35,1
VID01491,PA,Hyundai,Civic,2022,Geico,Collision,Yes,2025-07-15,Poor,36-45,5
VID01492,NY,Hyundai,Camry,2001,Farmers,Liability,Yes,2025-05-26,Poor,26-35,2
VID01493,GA,Chevrolet,Altima,2001,State Farm,Comprehensive,Yes,2025-11-17,Fair,18-25,2
VID01494,PA,Volkswagen,Camry,2011,Liberty Mutual,Collision,Yes,2025-08-08,Fair,26-35,3
VID01495,NC,Chevrolet,Camry,2003,Liberty Mutual,Comprehensive,Yes,2025-08-08,Fair,18-25,1
VID01496,GA,Nissan,Jetta,2003,Geico,Comprehensive,Yes,2025-10-21,Fair,60+,2
VID01497,FL,Volkswagen,Camry,2019,Geico,Full Coverage,Yes,2025-06-14,Fair,36-45,5
VID01498,OH,BMW,3 Series,2019,Allstate,Collision,No,2026-01-19,Fair,18-25,2
VID01499,NY,Chevrolet,C-Class,2019,State Farm,Comprehensive,No,2025-12-17,Fair,60+,3
VID01500,PA,Nissan,Silverado,2001,Farmers,Collision,Yes,2026-02-07,Good,36-45,4
VID01501,PA,Nissan,Silverado,2004,Liberty Mutual,Collision,No,2025-09-09,Good,18-25,5
VID01502,PA,Toyota,C-Class,2015,Allstate,Comprehensive,Yes,2025-07-08,Good,26-35,4
VID01503,TX,Chevrolet,Jetta,2015,Liberty Mutual,Comprehensive,Yes,2025-12-03,Poor,26-35,2
VID01504,MI,Hyundai,Elantra,2007,Geico,Liability,Yes,2026-02-18,Poor,60+,4
VID01505,GA,Chevrolet,C-Class,2021,Geico,Comprehensive,No,2025-07-03,Good,18-25,5
VID01506,NY,Hyundai,C-Class,2008,Farmers,Full Coverage,No,2025-11-18,Good,26-35,1
VID01507,PA,Honda,Camry,2020,State Farm,Comprehensive,No,2025-09-09,Good,26-35,4
VID01508,NC,Mercedes,Jetta,2020,USAA,Full Coverage,No,2026-01-13,Fair,36-45,3
VID01509,NY,Chevrolet,Elantra,2016,USAA,Full Coverage,No,2025-08-11,Good,26-35,2
VID01510,CA,BMW,Sorento,2016,Progressive,Full Coverage,Yes,2025-10-20,Good,26-35,2
VID01511,PA,Honda,C-Class,2014,State Farm,Collision,Yes,2025-11-26,Good,46-60,4
VID01512,TX,Toyota,Silverado,2014,Liberty Mutual,Liability,Yes,2026-01-19,Good,18-25,0
VID01513,GA,Kia,C-Class,2000,Progressive,Full Coverage,No,2025-05-26,Fair,18-25,4
VID01514,FL,BMW,Sorento,2000,State Farm,Full Coverage,No,2025-04-29,Fair,26-35,2
VID01515,NC,Volkswagen,Altima,2004,Farmers,Collision,No,2025-04-27,Poor,36-45,2
VID01516,IL,Ford,F-150,2002,Farmers,Liability,Yes,2025-05-10,Fair,36-45,1
VID01517,CA,Nissan,Civic,2004,Farmers,Full Coverage,Yes,2025-07-09,Poor,60+,0
VID01518,NC,Mercedes,Silverado,2013,Farmers,Comprehensive,Yes,2025-10-04,Good,26-35,2
VID01519,OH,Hyundai,Sorento,2007,State Farm,Collision,Yes,2025-06-12,Good,18-25,3
VID01520,CA,Hyundai,Sorento,2015,Progressive,Collision,No,2025-08-31,Fair,46-60,4
VID01521,PA,Honda,Jetta,2008,Liberty Mutual,Liability,No,2025-12-30,Poor,46-60,3
VID01522,NY,Toyota,Elantra,2006,Geico,Full Coverage,Yes,2026-03-12,Poor,18-25,2
VID01523,PA,Ford,Camry,2014,Liberty Mutual,Collision,No,2025-12-15,Fair,60+,0
VID01524,NY,Mercedes,Sorento,2023,Allstate,Liability,No,2026-01-17,Fair,18-25,2
VID01525,OH,Volkswagen,Sorento,2007,Liberty Mutual,Comprehensive,Yes,2025-08-21,Poor,26-35,5
VID01526,GA,Toyota,F-150,2018,Geico,Collision,No,2026-01-23,Good,46-60,5
VID01527,CA,Nissan,F-150,2016,USAA,Collision,No,2026-01-07,Fair,46-60,1
VID01528,OH,Mercedes,Silverado,2018,Liberty Mutual,Liability,No,2025-11-08,Good,60+,2
VID01529,NC,Honda,F-150,2013,USAA,Full Coverage,No,2025-11-06,Poor,46-60,5
VID01530,IL,Honda,Jetta,2019,Allstate,Full Coverage,No,2025-10-15,Good,60+,3
VID01531,GA,Hyundai,Jetta,2023,Geico,Liability,Yes,2026-01-03,Fair,36-45,2
VID01532,FL,Toyota,Camry,2015,Liberty Mutual,Full Coverage,No,2025-12-10,Good,60+,3
VID01533,OH,Mercedes,Jetta,2018,State Farm,Collision,No,2025-08-08,Good,18-25,1
VID01534,PA,Toyota,Sorento,2008,Geico,Collision,No,2025-09-02,Poor,18-25,5
VID01535,TX,Toyota,Altima,2023,Farmers,Collision,No,2025-10-15,Good,60+,3
VID01536,IL,Volkswagen,Jetta,2011,Allstate,Collision,Yes,2025-11-15,Poor,26-35,2
VID01537,OH,Honda,Sorento,2014,Progressive,Collision,No,2026-03-19,Good,26-35,4
VID01538,TX,Chevrolet,C-Class,2015,Progressive,Collision,Yes,2025-08-24,Poor,18-25,5
VID01539,TX,BMW,C-Class,2021,Progressive,Comprehensive,Yes,2025-09-03,Fair,36-45,5
VID01540,NC,Mercedes,Sorento,2016,State Farm,Liability,No,2026-02-01,Good,36-45,2
VID01541,NC,Ford,Civic,2011,Geico,Full Coverage,Yes,2025-12-27,Fair,36-45,4
VID01542,MI,BMW,Elantra,2001,USAA,Liability,Yes,2025-08-04,Poor,46-60,1
VID01543,IL,Ford,Sorento,2002,Farmers,Comprehensive,Yes,2026-01-06,Good,46-60,2
VID01544,FL,Honda,Altima,2014,Progressive,Comprehensive,No,2025-12-17,Fair,60+,1
VID01545,TX,Volkswagen,Elantra,2021,USAA,Full Coverage,No,2025-07-27,Good,18-25,4
VID01546,TX,Kia,C-Class,2006,Allstate,Liability,No,2026-01-14,Poor,18-25,1
VID01547,TX,BMW,Silverado,2013,Allstate,Collision,No,2026-02-17,Poor,46-60,3
VID01548,OH,Nissan,Altima,2010,USAA,Comprehensive,Yes,2025-05-01,Fair,46-60,0
VID01549,NY,Honda,3 Series,2007,USAA,Comprehensive,Yes,2025-05-20,Good,36-45,2
VID01550,CA,Chevrolet,Silverado,2013,Progressive,Collision,Yes,2025-12-18,Fair,18-25,4
VID01551,NY,Honda,Elantra,2003,Liberty Mutual,Collision,Yes,2026-01-15,Good,60+,0
VID01552,TX,Honda,Civic,2018,Progressive,Comprehensive,Yes,2025-10-18,Good,46-60,4
VID01553,OH,Toyota,Civic,2005,Geico,Liability,No,2026-01-24,Poor,46-60,5
VID01554,CA,Volkswagen,F-150,2013,Progressive,Collision,Yes,2026-01-09,Poor,18-25,1
VID01555,CA,Chevrolet,Elantra,2020,State Farm,Full Coverage,No,2026-01-27,Good,60+,5
VID01556,TX,Hyundai,Civic,2019,Progressive,Liability,Yes,2026-01-26,Fair,18-25,5
VID01557,GA,BMW,Civic,2022,State Farm,Liability,Yes,2025-05-24,Poor,18-25,3
VID01558,MI,Kia,Civic,2009,USAA,Collision,Yes,2026-02-27,Good,18-25,4
VID01559,PA,Ford,Camry,2012,Farmers,Full Coverage,No,2026-03-04,Poor,18-25,0
VID01560,NC,Mercedes,Silverado,2002,Farmers,Liability,Yes,2025-08-27,Good,26-35,4
VID01561,CA,Ford,Civic,2005,Allstate,Comprehensive,No,2025-08-03,Poor,18-25,0
VID01562,MI,Ford,Jetta,2009,Geico,Collision,No,2025-09-03,Poor,18-25,4
VID01563,GA,Toyota,Elantra,2019,State Farm,Liability,Yes,2025-12-22,Good,26-35,5
VID01564,TX,Volkswagen,Sorento,2023,Geico,Comprehensive,No,2026-02-22,Fair,46-60,1
VID01565,OH,BMW,F-150,2008,Farmers,Collision,No,2025-11-14,Poor,36-45,0
VID01566,PA,Ford,3 Series,2019,Farmers,Comprehensive,No,2025-10-19,Fair,18-25,5
VID01567,MI,Kia,3 Series,2015,State Farm,Full Coverage,No,2025-10-30,Good,18-25,5
VID01568,MI,Honda,C-Class,2019,State Farm,Full Coverage,No,2026-01-21,Fair,26-35,5
VID01569,MI,BMW,Camry,2004,Farmers,Comprehensive,No,2025-05-19,Fair,18-25,0
VID01570,NC,Honda,C-Class,2008,Allstate,Collision,Yes,2025-09-19,Good,46-60,3
VID01571,OH,Volkswagen,F-150,2002,Allstate,Liability,Yes,2025-05-23,Fair,46-60,5
VID01572,NY,Chevrolet,Sorento,2019,Farmers,Liability,Yes,2026-02-11,Poor,60+,3
VID01573,MI,Toyota,Silverado,2020,USAA,Liability,No,2025-07-09,Good,46-60,1
VID01574,TX,Kia,F-150,2006,USAA,Liability,Yes,2025-07-20,Fair,36-45,3
VID01575,TX,Chevrolet,Civic,2023,Progressive,Comprehensive,Yes,2026-02-01,Fair,60+,3
VID01576,MI,Hyundai,Sorento,2021,Geico,Liability,No,2026-03-22,Poor,36-45,0
VID01577,GA,Ford,Jetta,2000,Geico,Collision,No,2025-09-21,Good,60+,4
VID01578,IL,Nissan,Altima,2004,Allstate,Collision,Yes,2025-07-21,Fair,18-25,1
VID01579,OH,Chevrolet,F-150,2012,Liberty Mutual,Comprehensive,No,2025-06-17,Poor,60+,0
VID01580,CA,Kia,Jetta,2000,USAA,Comprehensive,Yes,2026-03-10,Good,36-45,5
VID01581,MI,BMW,Silverado,2015,Geico,Collision,Yes,2025-06-27,Good,46-60,5
VID01582,OH,Mercedes,Altima,2001,State Farm,Comprehensive,Yes,2025-10-30,Fair,60+,5
VID01583,FL,Toyota,Civic,2001,Progressive,Comprehensive,No,2026-03-21,Good,26-35,0
VID01584,FL,Chevrolet,Elantra,2013,State Farm,Liability,Yes,2025-10-14,Good,46-60,1
VID01585,NY,Chevrolet,Silverado,2019,State Farm,Collision,Yes,2025-11-28,Fair,36-45,4
VID01586,TX,Honda,Elantra,2002,State Farm,Comprehensive,No,2025-10-27,Fair,18-25,2
VID01587,GA,Chevrolet,Sorento,2000,Farmers,Liability,No,2025-11-26,Good,60+,3
VID01588,MI,Hyundai,Altima,2015,Liberty Mutual,Comprehensive,No,2025-11-09,Poor,60+,0
VID01589,CA,Toyota,Jetta,2023,USAA,Comprehensive,No,2025-12-19,Good,46-60,4
VID01590,FL,Ford,Sorento,2020,Progressive,Full Coverage,No,2025-09-03,Poor,36-45,3
VID01591,MI,Ford,Sorento,2015,Farmers,Collision,Yes,2025-11-06,Fair,36-45,2
VID01592,IL,Ford,Jetta,2001,USAA,Liability,Yes,2025-06-02,Fair,60+,5
VID01593,TX,Kia,Camry,2001,Liberty Mutual,Liability,Yes,2026-02-14,Good,18-25,1
VID01594,GA,Mercedes,F-150,2005,USAA,Full Coverage,Yes,2025-06-03,Fair,36-45,5
VID01595,TX,Toyota,F-150,2006,Liberty Mutual,Collision,No,2025-08-02,Good,46-60,3
VID01596,NY,Toyota,F-150,2008,Farmers,Collision,Yes,2025-07-14,Poor,60+,0
VID01597,NY,Volkswagen,Sorento,2004,State Farm,Comprehensive,No,2025-05-11,Good,60+,2
VID01598,OH,Nissan,Silverado,2017,State Farm,Comprehensive,No,2026-02-12,Good,18-25,3
VID01599,NY,Honda,C-Class,2019,Progressive,Liability,No,2025-12-08,Poor,60+,2
VID01600,GA,Honda,Elantra,2008,State Farm,Comprehensive,Yes,2025-09-25,Fair,60+,4
VID01601,CA,Ford,F-150,2014,Allstate,Full Coverage,Yes,2025-04-30,Poor,46-60,2
VID01602,OH,Mercedes,Sorento,2001,Farmers,Full Coverage,No,2025-05-25,Good,26-35,5
VID01603,OH,Honda,Altima,2001,State Farm,Collision,Yes,2026-02-13,Fair,36-45,2
VID01604,PA,Toyota,Camry,2019,Progressive,Full Coverage,No,2026-01-28,Poor,36-45,0
VID01605,TX,Ford,3 Series,2000,State Farm,Full Coverage,No,2026-03-10,Poor,18-25,0
VID01606,GA,Chevrolet,Jetta,2021,Progressive,Comprehensive,No,2025-12-08,Fair,46-60,0
VID01607,FL,BMW,C-Class,2009,Liberty Mutual,Collision,No,2026-03-24,Good,18-25,1
VID01608,MI,Ford,Sorento,2022,USAA,Liability,Yes,2025-09-27,Fair,18-25,2
VID01609,TX,Ford,Civic,2007,Allstate,Liability,No,2026-03-16,Poor,26-35,1
VID01610,CA,Ford,C-Class,2003,Farmers,Comprehensive,Yes,2026-02-24,Poor,26-35,0
VID01611,PA,Ford,C-Class,2009,State Farm,Full Coverage,No,2025-06-18,Good,26-35,4
VID01612,PA,Nissan,Silverado,2008,Geico,Full Coverage,Yes,2025-05-06,Good,60+,1
VID01613,PA,Nissan,F-150,2022,Progressive,Full Coverage,Yes,2026-02-07,Poor,26-35,5
VID01614,TX,Chevrolet,Camry,2013,Liberty Mutual,Comprehensive,Yes,2025-06-08,Poor,26-35,3
VID01615,FL,Kia,Altima,2007,Farmers,Full Coverage,No,2025-12-09,Poor,36-45,1
VID01616,GA,Kia,Silverado,2008,Allstate,Full Coverage,Yes,2025-09-14,Fair,60+,2
VID01617,GA,Hyundai,Elantra,2000,State Farm,Full Coverage,Yes,2026-03-05,Good,18-25,3
VID01618,TX,Honda,Elantra,2006,USAA,Collision,Yes,2025-06-26,Fair,60+,4
VID01619,TX,Toyota,Civic,2023,USAA,Comprehensive,Yes,2025-05-20,Fair,60+,3
VID01620,PA,Kia,F-150,2001,USAA,Comprehensive,Yes,2025-09-01,Poor,46-60,3
VID01621,MI,Toyota,Silverado,2008,Geico,Liability,Yes,2025-10-08,Good,18-25,5
VID01622,GA,Hyundai,Civic,2021,Geico,Full Coverage,Yes,2025-10-31,Fair,18-25,3
VID01623,NY,Honda,C-Class,2008,Geico,Liability,No,2025-04-24,Poor,18-25,5
VID01624,IL,Chevrolet,C-Class,2014,Farmers,Full Coverage,Yes,2025-08-27,Poor,60+,2
VID01625,OH,Kia,Silverado,2003,State Farm,Comprehensive,No,2025-06-26,Fair,60+,4
